,track_id,cluster,peak_pos,artist,track
8388,Jambalaya (On The Bayou)Fats Domino,36,63.0,Fats Domino,Jambalaya (On The Bayou)
8389,Kissin' CousinsElvis Presley With The Jordanaires,1,63.0,Elvis Presley With The Jordanaires,Kissin' Cousins
8390,King Of The RoadRoger Miller,118,63.0,Roger Miller,King Of The Road
8391,Hurt So BadLittle Anthony And The Imperials,105,63.0,Little Anthony And The Imperials,Hurt So Bad
8392,Game Of LoveWayne Fontana & The Mindbenders,43,63.0,Wayne Fontana & The Mindbenders,Game Of Love
8393,I Got The Feelin'James Brown And The Famous Flames,1,63.0,James Brown And The Famous Flames,I Got The Feelin'
8394,Give It Up Or Turnit A LooseJames Brown,88,63.0,James Brown,Give It Up Or Turnit A Loose
8395,I Woke Up In Love This MorningThe Partridge Family Starring Shirley Jones Featuring David Cassidy,1,63.0,The Partridge Family Starring Shirley Jones Featuring David Cassidy,I Woke Up In Love This Morning
8396,I'll Take You ThereThe Staple Singers,15,63.0,The Staple Singers,I'll Take You There
8397,How Can I Be SureDavid Cassidy,49,63.0,David Cassidy,How Can I Be Sure
8398,MasterpieceThe Temptations,50,63.0,The Temptations,Masterpiece
8399,I Honestly Love YouOlivia Newton-John,11,85.0,Olivia Newton-John,I Honestly Love You
8400,Have You Never Been MellowOlivia Newton-John,87,63.0,Olivia Newton-John,Have You Never Been Mellow
8401,Fool To CryThe Rolling Stones,32,63.0,The Rolling Stones,Fool To Cry
8402,Hot Stuff/fool To CryThe Rolling Stones,1,63.0,The Rolling Stones,Hot Stuff/fool To Cry
8403,Lonesome LoserLittle River Band,55,63.0,Little River Band,Lonesome Loser
8404,Head GamesForeigner,85,63.0,Foreigner,Head Games
8405,Monsters And AngelsVoice Of The Beehive,0,99.0,Voice Of The Beehive,Monsters And Angels
8406,I've Got MineGlenn Frey,101,99.0,Glenn Frey,I've Got Mine
8407,I'm A ThugTrick Daddy,37,99.0,Trick Daddy,I'm A Thug
8408,Oh WhyThe Teddy Bears,1,100.0,The Teddy Bears,Oh Why
8409,On An Evening In RomaDean Martin,10,100.0,Dean Martin,On An Evening In Roma
8410,Make The Music PlayDionne Warwick,36,100.0,Dionne Warwick,Make The Music Play
8411,Little Miss SadThe Five Emprees,1,100.0,The Five Emprees,Little Miss Sad
8412,I Have DreamedChad & Jeremy,65,100.0,Chad & Jeremy,I Have Dreamed
8413,It's Good News WeekHedgehoppers Anonymous,43,100.0,Hedgehoppers Anonymous,It's Good News Week
8414,Memphis UndergroundHerbie Mann,109,100.0,Herbie Mann,Memphis Underground
8415,MaggieRedbone,32,100.0,Redbone,Maggie
8416,Make Me HappyBobby Bloom,1,100.0,Bobby Bloom,Make Me Happy
8417,I'll Erase Away Your PainWhatnauts,79,100.0,Whatnauts,I'll Erase Away Your Pain
8418,Never Too Far/Hero MedleyMariah Carey,1,81.0,Mariah Carey,Never Too Far/Hero Medley
8419,Met GalaGucci Mane Featuring Offset,35,88.0,Gucci Mane Featuring Offset,Met Gala
8420,I Know YouLil Skies Featuring Yung Pinch,26,90.0,Lil Skies Featuring Yung Pinch,I Know You
8421,Help SomebodyVan Zant,37,91.0,Van Zant,Help Somebody
8422,It's Not The SameAnthony & The Imperials,18,92.0,Anthony & The Imperials,It's Not The Same
8423,If You Ever Leave MeJack Jones,58,92.0,Jack Jones,If You Ever Leave Me
8424,Georgia On My MindWes Montgomery,31,92.0,Wes Montgomery,Georgia On My Mind
8425,"Listen, They're Playing My SongRay Charles",1,92.0,Ray Charles,"Listen, They're Playing My Song"
8426,Let's Call It A Day GirlBobby Vee,1,92.0,Bobby Vee,Let's Call It A Day Girl
8427,Mother Nature's WineSugarloaf,3,92.0,Sugarloaf,Mother Nature's Wine
8428,It's About TimeThe Dillards,1,92.0,The Dillards,It's About Time
8429,Love Don't You Go Through No Changes On MeSister Sledge,48,98.0,Sister Sledge,Love Don't You Go Through No Changes On Me
8430,My Cherie AmourSoul Train Gang,109,92.0,Soul Train Gang,My Cherie Amour
8431,MirageEric Troyer,1,92.0,Eric Troyer,Mirage
8432,One More TryTimmy T.,35,92.0,Timmy T.,One More Try
8433,Love Me Or Leave Me AloneBrand Nubian,8,92.0,Brand Nubian,Love Me Or Leave Me Alone
8434,One For The MoneyHorace Brown,100,92.0,Horace Brown,One For The Money
8435,In The Still Of The NiteThe Five Satins,83,99.0,The Five Satins,In The Still Of The Nite
8436,I Don't Care (Just As Long As You Love Me)Buck Owens,65,93.0,Buck Owens,I Don't Care (Just As Long As You Love Me)
8437,Mellow MoonlightLeon Haywood,58,93.0,Leon Haywood,Mellow Moonlight
8438,Kum Ba YahTommy Leonetti,1,93.0,Tommy Leonetti,Kum Ba Yah
8439,K-JeeThe Nite-Liters,1,98.0,The Nite-Liters,K-Jee
8440,My Part/Make It Funky (Part 3)James Brown,1,93.0,James Brown,My Part/Make It Funky (Part 3)
8441,Once You Hit The RoadDionne Warwick,11,93.0,Dionne Warwick,Once You Hit The Road
8442,Hard WorkJohn Handy,96,93.0,John Handy,Hard Work
8443,One More MinuteSaint Tropez,1,93.0,Saint Tropez,One More Minute
8444,One Life To LiveWayne Massey,1,93.0,Wayne Massey,One Life To Live
8445,HeartlineRobin George,82,93.0,Robin George,Heartline
8446,Like FlamesBerlin,32,93.0,Berlin,Like Flames
8447,Feelin' FreakyNick Cannon Featuring B2K,85,93.0,Nick Cannon Featuring B2K,Feelin' Freaky
8448,I Idolize YouIke & Tina Turner,71,94.0,Ike & Tina Turner,I Idolize You
8449,I'm Not A Fool AnymoreT.K. Hulin,116,94.0,T.K. Hulin,I'm Not A Fool Anymore
8450,I Didn't Know What Time It WasThe Crampton Sisters,1,94.0,The Crampton Sisters,I Didn't Know What Time It Was
8451,Funky WormOhio Players,40,94.0,Ohio Players,Funky Worm
8452,It's Hard To Stop (Doing Something When It's Good To You)Betty Wright,82,94.0,Betty Wright,It's Hard To Stop (Doing Something When It's Good To You)
8453,Good Thing ManFrank Lucas,100,94.0,Frank Lucas,Good Thing Man
8454,HeartachesBTO,1,94.0,BTO,Heartaches
8455,Get It UpRonnie Milsap,106,94.0,Ronnie Milsap,Get It Up
8456,Into My LoveGreg Guidry,1,94.0,Greg Guidry,Into My Love
8457,Fade AwayLoz Netto,1,94.0,Loz Netto,Fade Away
8458,I Can't Face The FactGina Go-Go,1,94.0,Gina Go-Go,I Can't Face The Fact
8459,Nick Of TimeBonnie Raitt,44,94.0,Bonnie Raitt,Nick Of Time
8460,Everytime Tha Beat DropMonica Featuring Dem Franchize Boyz,45,94.0,Monica Featuring Dem Franchize Boyz,Everytime Tha Beat Drop
8461,Further MoreRay Stevens,1,95.0,Ray Stevens,Further More
8462,Now!Lena Horne,37,95.0,Lena Horne,Now!
8463,Have Mercy BabyJames Brown And The Famous Flames,84,95.0,James Brown And The Famous Flames,Have Mercy Baby
8464,"Goin' Down SlowBobby ""Blue"" Bland",45,95.0,"Bobby ""Blue"" Bland",Goin' Down Slow
8465,It Only Hurts When I Try To SmileDawn Featuring Tony Orlando,87,95.0,Dawn Featuring Tony Orlando,It Only Hurts When I Try To Smile
8466,It's AlrightGraham Central Station,86,95.0,Graham Central Station,It's Alright
8467,Down To Love TownThe Originals,9,95.0,The Originals,Down To Love Town
8468,Night PulseDouble Image,1,95.0,Double Image,Night Pulse
8469,Never Say Die (Give A Little Bit More)Cliff Richard,81,95.0,Cliff Richard,Never Say Die (Give A Little Bit More)
8470,I'm Looking For The One (To Be With Me)Jazzy Jeff & The Fresh Prince,81,95.0,Jazzy Jeff & The Fresh Prince,I'm Looking For The One (To Be With Me)
8471,I WannaThe All-American Rejects,35,95.0,The All-American Rejects,I Wanna
8472,"Lonely Boy, Lonely GuitarDuane Eddy",105,96.0,Duane Eddy,"Lonely Boy, Lonely Guitar"
8473,"It's A Mad, Mad, Mad, Mad WorldThe Shirelles",85,96.0,The Shirelles,"It's A Mad, Mad, Mad, Mad World"
8474,Follow Your HeartThe Manhattans,1,96.0,The Manhattans,Follow Your Heart
8475,History Repeats ItselfCab Calloway,1,96.0,Cab Calloway,History Repeats Itself
8476,Love MeBobby Hebb,43,96.0,Bobby Hebb,Love Me
8477,Give Me A Reason To Be GoneMaureen McGovern,31,96.0,Maureen McGovern,Give Me A Reason To Be Gone
8478,I Caught Your ActThe Hues Corporation,1,96.0,The Hues Corporation,I Caught Your Act
8479,Lot Of Leavin' Left To DoDierks Bentley,91,96.0,Dierks Bentley,Lot Of Leavin' Left To Do
8480,Little GirlRitchie Valens,36,97.0,Ritchie Valens,Little Girl
8481,Hootenanny Saturday NightThe Brothers Four,1,97.0,The Brothers Four,Hootenanny Saturday Night
8482,If You See My LoveLenny Welch,119,97.0,Lenny Welch,If You See My Love
8483,"Love Is Me, Love Is YouConnie Francis",1,97.0,Connie Francis,"Love Is Me, Love Is You"
8484,How Do You Do?Mouth & MacNeal,69,97.0,Mouth & MacNeal,How Do You Do?
8485,"Mean Little Woman, RosalieTommy Roe",1,97.0,Tommy Roe,"Mean Little Woman, Rosalie"
8486,Mr. SkinSpirit,28,97.0,Spirit,Mr. Skin
8487,"Mister MagicGrover Washington, Jr.",90,97.0,"Grover Washington, Jr.",Mister Magic
8488,Love Like CrazyLee Brice,85,97.0,Lee Brice,Love Like Crazy
8489,Lose My MindBrett Eldredge,113,97.0,Brett Eldredge,Lose My Mind
8490,"Midnight Special, Part 1Jimmy Smith",1,98.0,Jimmy Smith,"Midnight Special, Part 1"
8491,Little BoyThe Crystals,83,98.0,The Crystals,Little Boy
8492,Hey You! Little Boo-Ga-LooChubby Checker,1,98.0,Chubby Checker,Hey You! Little Boo-Ga-Loo
8493,Killer QueenQueen,3,98.0,Queen,Killer Queen
8494,I EngineerAnimotion,37,98.0,Animotion,I Engineer
8495,"Gotta Have You (From ""Jungle Fever"")Stevie Wonder",64,98.0,Stevie Wonder,"Gotta Have You (From ""Jungle Fever"")"
8496,No Me Doy Por VencidoLuis Fonsi,55,100.0,Luis Fonsi,No Me Doy Por Vencido
8497,Kissin GameDion,40,99.0,Dion,Kissin Game
8498,How Much Is That Doggie In The WindowBaby Jane & The Rockabyes,1,99.0,Baby Jane & The Rockabyes,How Much Is That Doggie In The Window
8499,I'll Be GonePozo Seco Singers,118,99.0,Pozo Seco Singers,I'll Be Gone
8500,Oh How HappyBlinky & Edwin Starr,1,99.0,Blinky & Edwin Starr,Oh How Happy
8501,JosieKris Kristofferson,24,99.0,Kris Kristofferson,Josie
8502,Music EverywhereTufano & Giammarese,0,99.0,Tufano & Giammarese,Music Everywhere
8503,Dueling TubasMartin Mull and Orchestra,1,99.0,Martin Mull and Orchestra,Dueling Tubas
8504,Loving ArmsDobie Gray,49,99.0,Dobie Gray,Loving Arms
8505,Love Has No PrideLinda Ronstadt,80,99.0,Linda Ronstadt,Love Has No Pride
8506,Living For The CityRay Charles,1,99.0,Ray Charles,Living For The City
8507,"I Wanna Make Love To You (From ""Innocent Blood"")Rhythm Syndicate",1,99.0,Rhythm Syndicate,"I Wanna Make Love To You (From ""Innocent Blood"")"
8508,Is Anybody Out There?K'Naan Featuring Nelly Furtado,55,99.0,K'Naan Featuring Nelly Furtado,Is Anybody Out There?
8509,Nobody Else But YouTrey Songz,86,99.0,Trey Songz,Nobody Else But You
8510,Just YoungAndy Rose,105,100.0,Andy Rose,Just Young
8511,DreamDinah Washington,14,100.0,Dinah Washington,Dream
8512,I Had A Talk With My ManMitty Collier,81,100.0,Mitty Collier,I Had A Talk With My Man
8513,I Fell In LoveRockell,91,100.0,Rockell,I Fell In Love
8514,Just FineMary J. Blige,28,100.0,Mary J. Blige,Just Fine
8515,Head Above WaterAvril Lavigne,81,64.0,Avril Lavigne,Head Above Water
8516,No Matter WhatT.I.,14,72.0,T.I.,No Matter What
8517,No PromisesA Boogie Wit da Hoodie,15,74.0,A Boogie Wit da Hoodie,No Promises
8518,Feel ItThree 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,1,78.0,Three 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,Feel It
8519,Hands On The RadioHenry Lee Summer,93,85.0,Henry Lee Summer,Hands On The Radio
8520,Many A Wonderful MomentRosemary Clooney,1,86.0,Rosemary Clooney,Many A Wonderful Moment
8521,I Love You/You Bring Me JoyMary J. Blige,1,86.0,Mary J. Blige,I Love You/You Bring Me Joy
8522,First LoveJennifer Lopez,85,87.0,Jennifer Lopez,First Love
8523,Little Boy BlueHuelyn Duvall,65,88.0,Huelyn Duvall,Little Boy Blue
8524,Love Changes EverythingHoneymoon Suite,115,91.0,Honeymoon Suite,Love Changes Everything
8525,Make It NastyTyga,82,91.0,Tyga,Make It Nasty
8526,Living DollDavid Hill,1,92.0,David Hill,Living Doll
8527,Falling To PiecesFaith No More,74,92.0,Faith No More,Falling To Pieces
8528,Go GirlPitbull Featuring Trina & Young Bo$$,19,100.0,Pitbull Featuring Trina & Young Bo$$,Go Girl
8529,"Goodnight, IreneJerry Reed And The Hully Girlies",1,93.0,Jerry Reed And The Hully Girlies,"Goodnight, Irene"
8530,Little MarieChuck Berry,58,93.0,Chuck Berry,Little Marie
8531,Here She ComesThe Tymes,72,93.0,The Tymes,Here She Comes
8532,Gotta Have Your LoveThe Sapphires,18,93.0,The Sapphires,Gotta Have Your Love
8533,I'm So ThankfulThe Ikettes,1,93.0,The Ikettes,I'm So Thankful
8534,Just Be SincereJackie Wilson,73,93.0,Jackie Wilson,Just Be Sincere
8535,One Hurt Deserves AnotherThe Raelets/Ray Charles Orchestra,1,93.0,The Raelets/Ray Charles Orchestra,One Hurt Deserves Another
8536,Got To Have You BackThe Isley Brothers,21,93.0,The Isley Brothers,Got To Have You Back
8537,Love ExplosionTroy Keyes,3,93.0,Troy Keyes,Love Explosion
8538,Love In Them There HillsThe Vibrations,105,93.0,The Vibrations,Love In Them There Hills
8539,LifeSly & The Family Stone,116,93.0,Sly & The Family Stone,Life
8540,Harper Valley P.T.A.King Curtis & The Kingpins,1,93.0,King Curtis & The Kingpins,Harper Valley P.T.A.
8541,Let's DanceOla & The Janglers,1,93.0,Ola & The Janglers,Let's Dance
8542,MacArthur ParkWaylon Jennings & The Kimberlys,103,93.0,Waylon Jennings & The Kimberlys,MacArthur Park
8543,Johnny B. GoodeJohnny Winter,101,93.0,Johnny Winter,Johnny B. Goode
8544,Hang On SloopyThe Lettermen,1,93.0,The Lettermen,Hang On Sloopy
8545,I Just Wanna Be Your FriendLighthouse,82,93.0,Lighthouse,I Just Wanna Be Your Friend
8546,I Got A Thing About You BabyBilly Lee Riley,1,93.0,Billy Lee Riley,I Got A Thing About You Baby
8547,Dream MerchantNew Birth,100,93.0,New Birth,Dream Merchant
8548,Flyin'Prism,8,93.0,Prism,Flyin'
8549,I've Been Waiting For YouGuys Next Door,1,93.0,Guys Next Door,I've Been Waiting For You
8550,Give It AwayRed Hot Chili Peppers,95,96.0,Red Hot Chili Peppers,Give It Away
8551,DropThe Pharcyde,101,93.0,The Pharcyde,Drop
8552,Drop Dead GorgeousRepublica,91,93.0,Republica,Drop Dead Gorgeous
8553,Love You MoreGinuwine,28,93.0,Ginuwine,Love You More
8554,Nothing Left To LoseMat Kearney,23,96.0,Mat Kearney,Nothing Left To Lose
8555,Fools Rush InEtta James,6,97.0,Etta James,Fools Rush In
8556,Gravy WaltzSteve Allen,1,94.0,Steve Allen,Gravy Waltz
8557,I'm Gonna Make You Love MeDee Dee Warwick,116,94.0,Dee Dee Warwick,I'm Gonna Make You Love Me
8558,It's A Happening ThingThe Peanut Butter Conspiracy,36,94.0,The Peanut Butter Conspiracy,It's A Happening Thing
8559,My World Fell DownSagittarius,21,94.0,Sagittarius,My World Fell Down
8560,Lonely Is The NameSammy Davis Jr.,79,94.0,Sammy Davis Jr.,Lonely Is The Name
8561,Hard To HandlePatti Drew,76,94.0,Patti Drew,Hard To Handle
8562,I Need You NowRonnie Dove,31,94.0,Ronnie Dove,I Need You Now
8563,It's My Thing (You Can't Tell Me Who To Sock It To)Marva Whitney,55,94.0,Marva Whitney,It's My Thing (You Can't Tell Me Who To Sock It To)
8564,Lay Lady LayBob Dylan,15,94.0,Bob Dylan,Lay Lady Lay
8565,FreedomThe Isley Brothers,87,94.0,The Isley Brothers,Freedom
8566,In A Broken DreamPython Lee Jackson,37,94.0,Python Lee Jackson,In A Broken Dream
8567,Free SpiritAtlanta Rhythm Section,28,94.0,Atlanta Rhythm Section,Free Spirit
8568,FireMother's Finest,11,94.0,Mother's Finest,Fire
8569,I Can't Hold OnKarla Bonoff,24,94.0,Karla Bonoff,I Can't Hold On
8570,I'm Your SupermanAll Sports Band,1,94.0,All Sports Band,I'm Your Superman
8571,NeverAmanda Perez,86,94.0,Amanda Perez,Never
8572,How Deep Is The OceanMiss Toni Fisher,1,95.0,Miss Toni Fisher,How Deep Is The Ocean
8573,GeeJan & Dean,59,95.0,Jan & Dean,Gee
8574,For Your LoveThe Wanderers,1,95.0,The Wanderers,For Your Love
8575,I Really Don't Want To KnowSolomon Burke,87,95.0,Solomon Burke,I Really Don't Want To Know
8576,Little DonnaThe Rivieras,43,95.0,The Rivieras,Little Donna
8577,I Want My Baby BackJimmy Cross,48,95.0,Jimmy Cross,I Want My Baby Back
8578,KarateThe Emperor's,116,95.0,The Emperor's,Karate
8579,I Can't Say No To YouBetty Everett,40,95.0,Betty Everett,I Can't Say No To You
8580,It's Up To You PetulaEdison Lighthouse,3,95.0,Edison Lighthouse,It's Up To You Petula
8581,Gimme Some MoreThe JB's,1,95.0,The JB's,Gimme Some More
8582,Keep On Doin' What You're Doin'Bobby Byrd,90,95.0,Bobby Byrd,Keep On Doin' What You're Doin'
8583,"Freddie's Dead (Theme From ""Superfly"")Curtis Mayfield",34,95.0,Curtis Mayfield,"Freddie's Dead (Theme From ""Superfly"")"
8584,Fool Like YouTim Moore,112,95.0,Tim Moore,Fool Like You
8585,Make Me Twice The ManNew York City,1,96.0,New York City,Make Me Twice The Man
8586,Let The Song Last ForeverDan Hill,15,95.0,Dan Hill,Let The Song Last Forever
8587,Last ChanceGinuwine,1,95.0,Ginuwine,Last Chance
8588,Down In VirginiaJimmy Reed,36,96.0,Jimmy Reed,Down In Virginia
8589,Here Comes That Feelin'Brenda Lee,1,96.0,Brenda Lee,Here Comes That Feelin'
8590,Lonely DrifterThe O'Jays,1,97.0,The O'Jays,Lonely Drifter
8591,Nothin' HeavyDavid Bellamy,1,96.0,David Bellamy,Nothin' Heavy
8592,I Wasn't The One (Who Said Goodbye)Agnetha Faltskog/Peter Cetera,1,96.0,Agnetha Faltskog/Peter Cetera,I Wasn't The One (Who Said Goodbye)
8593,Laughed Until We CriedJason Aldean,48,96.0,Jason Aldean,Laughed Until We Cried
8594,I Believe In YouRobert & Johnny,78,97.0,Robert & Johnny,I Believe In You
8595,Night ThemeThe Mark II,1,97.0,The Mark II,Night Theme
8596,Oh Lonesome MeJohnny Cash With The Gene Lowery Singers,1,97.0,Johnny Cash With The Gene Lowery Singers,Oh Lonesome Me
8597,For My BabyBrook Benton,40,97.0,Brook Benton,For My Baby
8598,I Will Love YouRichard Chamberlain,76,97.0,Richard Chamberlain,I Will Love You
8599,I'm Over YouJan Bradley,1,97.0,Jan Bradley,I'm Over You
8600,I (Who Have Nothing)Terry Knight and The Pack,93,97.0,Terry Knight and The Pack,I (Who Have Nothing)
8601,Mother-in-lawClarence Carter,1,97.0,Clarence Carter,Mother-in-law
8602,"Lord, Mr. FordJerry Reed",79,97.0,Jerry Reed,"Lord, Mr. Ford"
8603,House Of StrangersJim Gilstrap,1,97.0,Jim Gilstrap,House Of Strangers
8604,Let's RockEllison Chase,1,97.0,Ellison Chase,Let's Rock
8605,"Old Times' Sake (From ""Above The Rim"")Sweet Sable",1,97.0,Sweet Sable,"Old Times' Sake (From ""Above The Rim"")"
8606,Nothin' Better To DoLeAnn Rimes,100,97.0,LeAnn Rimes,Nothin' Better To Do
8607,Nothin' To Die ForTim McGraw,37,97.0,Tim McGraw,Nothin' To Die For
8608,I Know SomebodyLOCASH,15,97.0,LOCASH,I Know Somebody
8609,He's So HeavenlyBrenda Lee,1,98.0,Brenda Lee,He's So Heavenly
8610,I Wonder Who's Kissing Her NowBobby Darin,40,98.0,Bobby Darin,I Wonder Who's Kissing Her Now
8611,I Wanna Thank YouThe Enchanters,21,98.0,The Enchanters,I Wanna Thank You
8612,I'll Never Fall In Love AgainBurt Bacharach,93,98.0,Burt Bacharach,I'll Never Fall In Love Again
8613,Hocus PocusFocus,110,98.0,Focus,Hocus Pocus
8614,My ProjectsCoo Coo Cal,93,98.0,Coo Coo Cal,My Projects
8615,Face DropSean Kingston,83,98.0,Sean Kingston,Face Drop
8616,I Never Felt Like ThisJack Scott,42,99.0,Jack Scott,I Never Felt Like This
8617,Found LoveJimmy Reed,18,99.0,Jimmy Reed,Found Love
8618,Nobody Knows You When You're Down And OutNina Simone,119,99.0,Nina Simone,Nobody Knows You When You're Down And Out
8619,Long Tall TexanMurry Kellum,6,99.0,Murry Kellum,Long Tall Texan
8620,Love Me With All Your Heart (Cuando Calienta El Sol)The Ray Charles Singers,1,99.0,The Ray Charles Singers,Love Me With All Your Heart (Cuando Calienta El Sol)
8621,I Can't ExplainThe Who,43,99.0,The Who,I Can't Explain
8622,Lil' Red Riding HoodSam The Sham and the Pharaohs,40,99.0,Sam The Sham and the Pharaohs,Lil' Red Riding Hood
8623,How I Miss You BabyBobby Womack,82,99.0,Bobby Womack,How I Miss You Baby
8624,Now I'm A WomanNancy Wilson,71,99.0,Nancy Wilson,Now I'm A Woman
8625,How Can You Expect To Be Taken Seriously?Pet Shop Boys,92,99.0,Pet Shop Boys,How Can You Expect To Be Taken Seriously?
8626,Oh CarolinaShaggy,79,99.0,Shaggy,Oh Carolina
8627,Nothing Really MattersMadonna,46,99.0,Madonna,Nothing Really Matters
8628,FixChris Lane,82,99.0,Chris Lane,Fix
8629,LimelightMr. Acker Bilk,1,100.0,Mr. Acker Bilk,Limelight
8630,Gonna Get Along Without Ya' NowTrini Lopez,42,100.0,Trini Lopez,Gonna Get Along Without Ya' Now
8631,"He Ain't Heavy, He's My BrotherThe Hollies",63,100.0,The Hollies,"He Ain't Heavy, He's My Brother"
8632,"EvilEarth, Wind & Fire",94,100.0,"Earth, Wind & Fire",Evil
8633,Hold OnAlabama Shakes,112,100.0,Alabama Shakes,Hold On
8634,Neon GutsLil Uzi Vert Featuring Pharrell Williams,63,79.0,Lil Uzi Vert Featuring Pharrell Williams,Neon Guts
8635,"Family Affair (From ""Addams Family Values"")Shabba Ranks Featuring Patra And Terri & Monica",1,84.0,Shabba Ranks Featuring Patra And Terri & Monica,"Family Affair (From ""Addams Family Values"")"
8636,Lover's EyesMumford & Sons,106,85.0,Mumford & Sons,Lover's Eyes
8637,Life's Too ShortThe Lafayettes,1,87.0,The Lafayettes,Life's Too Short
8638,Go Chase A MoonbeamJerry Vale,10,89.0,Jerry Vale,Go Chase A Moonbeam
8639,Going Back To LouisianaBruce Channel,1,89.0,Bruce Channel,Going Back To Louisiana
8640,Everybody's Got Somebody But MeHunter Hayes Featuring Jason Mraz,119,91.0,Hunter Hayes Featuring Jason Mraz,Everybody's Got Somebody But Me
